SPI® Total Return;;;;;;;;;;;;;;;;;
ISIN;CH0009987501;;;;CH0011105639;CH0017810976;CH0009987519;CH0009987527;CH0009987535;CH0009987543;CH0000629755;CH0000629821; CH0000629839;CH0000629854;CH0000629870;CH0009111011;CH0033051423
SYMBOL;SXGE;;;;SNSPI;SPIEX;SXBS ;SXRS ;SXBP ;SXPC ;SSCI ;SMCI ;SLCI ;SNCI ;SOCI ;SSIRT;SXSLI
NAME;SPI®;;;;SWX new;SPI Extra ;Bearer;Registred;Bearer &;Particip.;Small;Mid;Large;Small &;Large &;Swiss All;SPI ex SLI (TR)
;Tot Ret;;;;SPI Index;;Shares;Shares;PS;Certificate;Cap;Cap;Cap;Mid Cap;Mid Cap;Shares;
YTD Perf.%;3.01;3.29;3.3;2.82;3.29;7.63;-1.74;3.37;2.94;3.68;10.95;7.32;2.49;7.63;3.18;3.39;7.58
Date;Open;Close;High;Low;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close
19.08.2005;5030.55;5059.53;5059.53;5026.75;1007.3;1381.6;4245.39;6511.98;4870.32;6816.64;8269.84;5426.1;4999.84;5814.62;5002.93;5029.3;1183.752
18.08.2005;5055.12;5028.18;5060.32;5025.56;1001.06;1371.48;4199.72;6465.79;4856.71;6823.12;8248.54;5390.75;4968.63;5780.05;4971.5;4998.69;1175.225
17.08.2005;5048.54;5053.39;5053.44;5034.78;1006.08;1375.3;4220.8;6500.31;4875.12;6845.09;8257.71;5408.9;4995.4;5797.62;4996.89;5023.52;1178.264
16.08.2005;5066.67;5058.99;5083.48;5046.31;1007.19;1383.45;4241.94;6512.89;4865.27;6808.85;8296.06;5434.98;4997.44;5825.43;5002.01;5028.89;1184.072
15.08.2005;5056.74;5055.58;5073.01;5053;1006.51;1372.37;4209.56;6512.97;4849.29;6800.41;8295.83;5411.86;4996.9;5804.21;4998.56;5025.29;1175.266
12.08.2005;5087.44;5062.28;5087.44;5051.47;1007.85;1370.29;4201.02;6513.23;4879.45;6868.93;8298.93;5394.32;5007.35;5788.45;5005.3;5031.91;1174.863
11.08.2005;5073.31;5084.18;5086.04;5066.49;1012.21;1369.28;4215.71;6542.96;4896.19;6892.27;8291.52;5387.25;5034.3;5781.2;5027.57;5053.35;1173.948
10.08.2005;5077.7;5090.99;5095.67;5077.7;1013.56;1371.65;4228.5;6544.19;4924.09;6940.03;8279.73;5379.37;5043.68;5772.79;5034.63;5060.53;1175.059
09.08.2005;5046.23;5055.9;5058.68;5036.16;1006.58;1369.09;4179.54;6490.62;4914.18;6956.59;8257.9;5364.34;5005.03;5756.79;4999.43;5025.77;1172.677
08.08.2005;5043.49;5052.37;5069.4;5042.69;1005.88;1367.92;4165.6;6488.77;4903.14;6944.4;8239.02;5348.88;5003.5;5740.7;4996.12;5022.38;1169.73
05.08.2005;5025.22;5033.13;5049.06;5020.79;1002.05;1364.99;4144.9;6461.94;4890.48;6933.98;8214.5;5338.41;4982.86;5728.61;4977;5003.37;1168.391
04.08.2005;5059.7;5039.72;5067.28;5037.92;1003.36;1365.3;4137.79;6469.62;4899.13;6957.13;8198.02;5346.4;4989.69;5734.26;4983.91;5010.09;1169.341
03.08.2005;5068.36;5067.41;5088.14;5053.14;1008.87;1365.4;4128.4;6515.56;4896.54;6958.9;8161.48;5352.02;5022.01;5735.72;5012.45;5036.97;1168.646
02.08.2005;5036.59;5076.25;5076.25;5025.87;1010.63;1363.81;4114.7;6522.45;4917.79;7012.97;8138.18;5343.21;5034.12;5725.27;5021.73;5045.63;1167.116
01.08.2005;5027.77;5032.11;5040.63;5025.26;1001.84;1359.66;4114.03;6478.91;4837.64;6848.56;8103.49;5322.56;4985.87;5702.82;4977.55;5002.11;1163.505
29.07.2005;5033.13;5025.01;5035.71;5019.8;1000.43;1356.48;4092.33;6477.95;4807.64;6803.19;8096.72;5309.83;4979.54;5690.46;4970.46;4995.81;1162.44
28.07.2005;5009.05;5029.87;5040.63;5009.05;1001.4;1349.44;4123.43;6480.36;4823.23;6811.74;8084.91;5295.46;4987.61;5676.08;4975.55;5000.73;1157.813
27.07.2005;4966.49;4994.99;5006.59;4966.49;994.45;1350.54;4124.79;6431.61;4800.57;6764.05;8072.12;5300.1;4946.1;5679.05;4940.43;4966.28;1157.935
26.07.2005;4937.93;4964.9;4973.82;4936.2;988.46;1341.74;4092.29;6392.47;4772.77;6731.41;8046.6;5269.85;4915.68;5648.71;4910.34;4936.45;1152.007
25.07.2005;4954.95;4951.06;4954.95;4933.25;985.71;1336.18;4065.02;6384.4;4731.82;6667.7;8025.48;5252.83;4902.3;5630.96;4896.63;4923.08;1145.962
22.07.2005;4937.42;4944.96;4949.91;4932.97;984.49;1340.13;4060.36;6378.9;4719.3;6645.45;8030.24;5264.94;4893.23;5642.55;4890.39;4916.85;1151.74
21.07.2005;4967.76;4939.66;4981.33;4933.44;983.44;1330.4;4044.18;6376.11;4702.78;6623.69;7986.16;5234.66;4892.27;5610.31;4885.66;4911.58;1145.769
20.07.2005;4936.93;4950.75;4965.82;4932.97;985.64;1326.68;4052.27;6384.12;4731.22;6676.12;7981.94;5219.54;4907.65;5596.02;4896.94;4922.64;1143.934
19.07.2005;4925.29;4933.05;4933.05;4908.51;982.12;1330.54;4059.42;6397.26;4612.29;6425.76;7967.27;5244.22;4883.37;5617.17;4879.23;4904.37;1146.54
18.07.2005;4921.9;4919.88;4935.91;4913.44;979.5;1327.49;4039.7;6375.18;4614.17;6444.58;7953.06;5225.81;4870.88;5598.84;4866.11;4891.14;1142.649
15.07.2005;4921.07;4916.48;4921.07;4909.83;978.82;1326.83;4049.75;6364.25;4629.48;6468.49;7926.03;5224.53;4867.52;5594.93;4863.05;4887.62;1140.685
14.07.2005;4879.49;4909.55;4921.26;4878.93;977.44;1327.61;4047.6;6358.89;4612.69;6435.54;7905.99;5229.79;4858.91;5597.72;4856.32;4880.24;1141.36
13.07.2005;4822.56;4870.06;4870.08;4822.56;969.58;1322.61;4015.97;6300.53;4596.06;6425.24;7892.89;5202.55;4816.77;5571.41;4816.54;4841.3;1136.643
12.07.2005;4834.97;4820.08;4834.97;4810.78;959.63;1308.27;3961;6241.59;4532.66;6336.28;7816.23;5147.16;4767.56;5512.84;4767.04;4791.85;1124.586
11.07.2005;4821.3;4838.67;4838.67;4821.3;963.33;1306.57;3963.93;6262.33;4559.6;6389.56;7810.56;5143.46;4790.07;5508.88;4785.94;4810.35;1122.763
08.07.2005;4781.54;4804.43;4804.43;4772.19;956.51;1297.44;3925.51;6214.33;4537.78;6373.69;7778.95;5102.2;4756.52;5467.82;4751.74;4776.81;1116.086
07.07.2005;4787.09;4755.78;4792.82;4669.32;946.83;1280.5;3871.49;6148.68;4499.57;6335.98;7701.04;5037.72;4710.27;5400.79;4703.61;4727.97;1103.077
06.07.2005;4787.5;4799.37;4806.01;4785.74;955.51;1290.38;3924.89;6207.44;4533.98;6366.33;7739.12;5076.23;4755.12;5439.97;4747.19;4771.65;1110.072
05.07.2005;4773.12;4778.32;4780.09;4759.37;951.32;1282.34;3899.69;6181.79;4509.64;6335.31;7686.47;5044.53;4735.99;5405.56;4726.63;4750.8;1102.98
04.07.2005;4768.16;4777.61;4778.57;4757.29;951.17;1279.31;3902.36;6180.79;4509.2;6332.36;7644.77;5038.61;4736.74;5395.91;4726.5;4749.79;1100.776
01.07.2005;4733.3;4771.11;4771.11;4729.51;949.88;1274.6;3887.38;6175.09;4495.39;6315.27;7597.95;5026.87;4731.62;5380.41;4720.59;4743.35;1098.693
30.06.2005;4743.68;4752.39;4759.65;4737.52;946.15;1272.99;3885.83;6147.31;4487.83;6300.86;7580.07;5016.19;4711.51;5368.81;4701.9;4724.93;1096.159
29.06.2005;4732.95;4755.96;4757.94;4732.95;946.86;1268.26;3873.07;6159.95;4468.47;6270.62;7538.99;5011.96;4717.02;5360.78;4706.1;4728.02;1092.613
28.06.2005;4710.06;4718.69;4719.91;4706.28;939.44;1264.24;3862.12;6115.38;4422.92;6185.11;7550.12;4979.97;4677.81;5332.54;4668.22;4690.84;1089.593
27.06.2005;4706.21;4703.42;4713.9;4699.23;936.4;1255.87;3837.65;6095.69;4408.36;6173.65;7519.28;4949.36;4664.95;5301.34;4653.21;4675.97;1083.865
24.06.2005;4728.42;4728.28;4734.99;4722.1;941.35;1263.51;3845.22;6135.29;4410.69;6172.71;7546.92;4983.88;4688.55;5335.81;4677.97;4700.24;1090.212
23.06.2005;4773.94;4763.36;4783.87;4751.33;948.34;1265.81;3873.14;6185.21;4430.94;6193.27;7546.31;5008.37;4726.14;5358.23;4713.48;4735.32;1093.474
22.06.2005;4776.86;4770.74;4783.58;4770.02;949.81;1262.59;3870.25;6186.91;4460.17;6255.69;7492.61;5002.52;4736.56;5347.5;4721.7;4742.14;1089.428
21.06.2005;4743.71;4775.61;4777.74;4743.71;950.78;1262.5;3867.41;6189.94;4474.01;6286.38;7513.35;5011.69;4740.57;5358;4726.33;4746.53;1089.588
20.06.2005;4746.08;4735.37;4746.08;4718.47;942.76;1258.96;3853.3;6138.37;4434.65;6215.95;7489.07;4990.5;4696.83;5336.09;4685.96;4706.91;1085.176
17.06.2005;4755.93;4754.63;4764.28;4754.04;946.6;1261.93;3866.68;6167.8;4440.03;6216.89;7489.85;5015.25;4715.76;5358.94;4705.44;4725.72;1087.097
16.06.2005;4759.22;4751.42;4765.5;4733.74;945.96;1263.48;3844.44;6167.28;4426.7;6206.3;7484.29;5031.38;4709.65;5373.23;4702.26;4722.6;1087.84
15.06.2005;4766.34;4748.84;4771.9;4741.35;945.45;1258.27;3819.48;6163.47;4425.63;6223.03;7470.61;5004.84;4710.82;5347.45;4699.85;4719.9;1084.68
14.06.2005;4748.15;4757.5;4760.87;4740.94;947.17;1260.77;3845.92;6172.7;4439.36;6231.28;7460.54;5012.86;4719.96;5353.83;4708.75;4728.48;1084.847
13.06.2005;4739.21;4754.67;4755.44;4736.39;946.61;1257.61;3830.53;6172.08;4428.08;6219.7;7419.45;5004.34;4718.57;5341.91;4706.46;4725.8;1081.997
10.06.2005;4743.58;4732.84;4750.28;4732.84;942.26;1248.56;3797.81;6147.25;4397.8;6182.13;7390.08;4965.18;4699.26;5302.96;4684.78;4704.29;1073.948
09.06.2005;4718.22;4733.82;4733.82;4714.82;942.46;1242.23;3765.59;6147.78;4400.82;6212.81;7375.37;4934.96;4705.18;5273.7;4685.98;4704.6;1070.494
08.06.2005;4715.5;4728.71;4728.93;4715.5;941.44;1242.96;3743.84;6148.68;4374.74;6175.56;7387.39;4936.51;4698.75;5276.32;4680.64;4699.45;1071.614
07.06.2005;4696.9;4727.53;4728.74;4696.64;941.2;1240.78;3770.65;6141.5;4389.65;6185.96;7395.99;4936.22;4697.27;5276.9;4679.33;4698.84;1067.634
06.06.2005;4700.99;4691.31;4708.08;4683.6;933.99;1237.04;3745.84;6091.77;4363.61;6151.09;7385.01;4916.46;4657.83;5257.64;4642.84;4663.41;1064.703
03.06.2005;4722.85;4706.65;4722.85;4698.28;937.05;1234.53;3733.93;6114.4;4370.17;6173.67;7378.07;4914.11;4676.33;5254.78;4658.46;4678.4;1064.824
02.06.2005;4695.37;4718.59;4718.67;4695.37;939.42;1233.19;3703.96;6132.21;4374.74;6205.85;7366.35;4921.42;4689.45;5260.34;4670.7;4689.98;1065.004
01.06.2005;4651.35;4704.55;4707.95;4651.35;936.63;1229.38;3641.75;6115.4;4357.67;6217.89;7344.83;4910.69;4674.91;5248.33;4656.8;4675.99;1061.702
31.05.2005;4665.71;4645.39;4665.98;4645.39;924.85;1222.13;3583.31;6043.51;4288.65;6120;7327.59;4866.83;4612.22;5206.27;4597.19;4617.64;1055.641
30.05.2005;4667.69;4667.03;4668.24;4656.35;929.16;1222.93;3598.67;6076.89;4293.83;6118.99;7308.78;4879.19;4636.11;5215.77;4619.34;4638.75;1055.129
27.05.2005;4666.31;4667.09;4669.87;4650.36;929.17;1219.75;3601;6073.93;4302.48;6135.07;7304.08;4877.28;4636.54;5213.54;4619.47;4638.44;1051.89
26.05.2005;4623.41;4652.55;4656.46;4623.41;926.28;1221.45;3590.17;6060.96;4272.23;6080.93;7297.75;4882.89;4618.72;5218.06;4604.85;4623.86;1052.272
25.05.2005;4604.97;4620.81;4631.61;4603.27;919.96;1215.07;3579.27;6023.26;4232.71;6007.74;7243.59;4857.73;4586.05;5189.51;4573.49;4592.63;1047.691
24.05.2005;4582.89;4609.61;4609.63;4577.87;917.73;1212.75;3588.13;6004.16;4235.21;6006.17;7246.24;4853.78;4573.43;5186.14;4562.12;4581.62;1045.82
23.05.2005;4574.51;4579.15;4580.38;4562.26;911.66;1206.67;3573.65;5983.1;4154.47;5850.73;7219.52;4834.17;4541;5165.45;4531.68;4551.44;1040.008
20.05.2005;4570.54;4566.69;4573.71;4553.93;909.18;1203.74;3563.18;5961.48;4158.26;5866.48;7216.2;4822.35;4528.17;5154.25;4519.12;4539.07;1039.308
19.05.2005;4556.61;4563.28;4567.93;4551.58;908.5;1204.1;3554.83;5962.87;4138.64;5832.36;7210.44;4816.88;4525.08;5148.65;4515.75;4535.35;1039.557
18.05.2005;4524.88;4548.28;4548.7;4523.88;905.52;1201.97;3540.11;5952.98;4097.53;5758.78;7205.37;4803.62;4509.51;5135.96;4500.64;4520.43;1037.759
17.05.2005;4522.6;4512.37;4527.35;4507.25;898.37;1201.58;3539.43;5901.05;4079.14;5721.39;7222.26;4778.24;4470.82;5114.34;4464.07;4485.01;1036.595
13.05.2005;4505.51;4512.58;4520.94;4504.09;898.41;1205.58;3549.32;5908.29;4059.62;5673.61;7251.23;4785.98;4469.43;5124.36;4463.88;4485.03;1039.772
12.05.2005;4501.69;4516.11;4521.32;4500.05;899.11;1204.8;3547.78;5916.64;4052.21;5659.51;7247;4792.25;4472.71;5129.7;4467.51;4488.14;1039.675
11.05.2005;4486.88;4492.07;4501.77;4479.46;894.33;1200.74;3513.72;5887.84;4023.03;5625.22;7211.38;4762.18;4449.55;5098.49;4443.69;4464.35;1036.41
10.05.2005;4554.33;4491.09;4556.63;4490.78;894.13;1202.13;3516.34;5888.01;4018.02;5612.9;7225.13;4770.85;4446.86;5107.84;4442.5;4463.42;1037.474
09.05.2005;4561.04;4551.49;4561.04;4540.67;906.16;1208.8;3557.04;5965.19;4077.76;5705.16;7241.84;4820.11;4510.23;5154.79;4503.38;4522.75;1039.85
06.05.2005;4546.54;4566.17;4566.2;4535.63;909.08;1204.81;3559.48;5981.74;4098.53;5746.16;7241.44;4804.38;4529.88;5140.28;4518.24;4537.06;1037.505
04.05.2005;4497.08;4534.37;4534.37;4490.34;902.75;1196.34;3525.55;5934.81;4084.9;5743.86;7218.89;4768.22;4498.28;5104.76;4486.38;4505.8;1029.913
03.05.2005;4486.86;4489.38;4489.38;4468.88;893.79;1198.51;3498.87;5881.48;4028.58;5647.99;7203.67;4767.21;4445.77;5102.32;4441.08;4461.77;1030.859
02.05.2005;4464.64;4484.77;4491.1;4458.31;892.87;1202.22;3487.67;5885.33;3996.43;5590.04;7229.3;4786.53;4437.03;5122.65;4436.06;4457.13;1033.355
29.04.2005;4419.2;4444.06;4448.36;4419.2;884.77;1192.28;3455.07;5822.33;3987.28;5596.22;7204.32;4738.75;4396.75;5076.17;4395.23;4417.38;1026.747
28.04.2005;4440.16;4427.51;4442.44;4418.86;881.47;1190.52;3460.17;5789.42;4004.17;5627.29;7198.43;4739.91;4377.2;5076.66;4378.57;4401.1;1023.903
27.04.2005;4462.56;4422.01;4463.94;4408.73;880.38;1192.83;3482.94;5786.15;3988.11;5576.38;7237.19;4746.83;4369.06;5086.85;4372.47;4395.61;1026.575
26.04.2005;4477.39;4478.56;4482.01;4455.72;891.64;1210.05;3535.3;5868.3;4016.02;5593.78;7292.89;4828.71;4422.33;5167.79;4428.9;4451.04;1039.721
25.04.2005;4478.56;4469.8;4483.45;4450.14;889.89;1211.83;3563.78;5880.31;3941.67;5417.6;7305.4;4836.77;4410.6;5176.45;4419.86;4441.8;1041.954
22.04.2005;4483.22;4480.12;4489.39;4472.47;891.95;1215.79;3574.1;5887.96;3967.61;5463.39;7326.67;4847.93;4420.72;5188.83;4430.01;4452.28;1045.625
21.04.2005;4442.49;4453.39;4468.47;4442.49;886.63;1209.18;3578.71;5850.16;3951.47;5426.38;7312.91;4814.82;4394.49;5156.96;4403.16;4426.06;1040.631
20.04.2005;4496.96;4460.72;4499.08;4460.57;888.08;1207.96;3583.47;5858.97;3960.3;5440.99;7309.19;4817.12;4402.82;5158.72;4410.62;4432.61;1039.865
19.04.2005;4479.57;4484.36;4497.31;4470.52;892.79;1205.39;3586.7;5889.02;3984.11;5487.88;7296.29;4813.99;4431.29;5154.56;4434.71;4456.39;1038.697
18.04.2005;4462.11;4447.49;4462.17;4433.58;885.45;1200.92;3556.46;5853.96;3913.2;5364.23;7263.56;4795.45;4391.28;5134.25;4397.88;4419.32;1035.959
15.04.2005;4527.96;4520.67;4533.08;4503.54;900.02;1227.11;3643.68;5947.86;3984.34;5443.07;7378.37;4906.83;4458.78;5248.15;4470.31;4491.71;1056.704
14.04.2005;4514.18;4535.39;4538.28;4514.14;902.95;1245.92;3710.77;6008.8;3882.03;5170.47;7432.59;4986.24;4463.39;5326.62;4484.45;4505.17;1067.721
13.04.2005;4525.39;4524.27;4529.86;4521.07;900.74;1248.34;3728.01;5997.99;3861.61;5112.84;7438.06;4999.07;4448.34;5338.97;4473.13;4494.02;1068.166
12.04.2005;4519.15;4505.29;4521.55;4503.89;896.96;1241.42;3710.6;5968.67;3856.96;5117.39;7446.87;4956.39;4432.27;5300.56;4453.81;4475.25;1062.97
11.04.2005;4511.21;4522.63;4525.92;4511.21;900.41;1240.45;3701.85;5999.76;3849.3;5108.36;7431.85;4961.25;4452.14;5303.54;4471.56;4492.52;1063.025
08.04.2005;4535.37;4524.17;4537.77;4517.95;900.72;1241.18;3703.93;6002.06;3849.88;5107.87;7428.76;4962.37;4453.83;5304.27;4473.15;4494.51;1063.65
07.04.2005;4509.13;4526.26;4526.26;4498.56;901.13;1234.64;3679.97;6005.72;3849.19;5126.22;7412.47;4951.72;4458.13;5292.85;4475.49;4495.94;1059.827
06.04.2005;4483.4;4510.03;4510.03;4483.03;897.9;1229.78;3652.21;5974.87;3861.19;5174.65;7398.62;4932.69;4442.13;5273.96;4459.27;4480.05;1056.442
05.04.2005;4454.75;4470.68;4478.56;4448.79;890.07;1223.23;3632.21;5927.07;3815.51;5094.23;7367.34;4904.23;4400.67;5244.65;4419.9;4440.88;1051.164
04.04.2005;4462.26;4440.26;4463.75;4431.26;884.01;1221.11;3604.62;5890.85;3778.16;5037.78;7368.63;4889.21;4367.18;5230.94;4389.12;4410.8;1050.338
01.04.2005;4465.08;4473.72;4482.91;4465.08;890.67;1225.04;3638.54;5940.23;3792.82;5040.85;7394.83;4904.06;4403.82;5247.21;4422.6;4443.58;1053.176
31.03.2005;4479.05;4456.72;4479.36;4456.72;887.29;1218.06;3611.02;5918.37;3776.43;5028.82;7373.86;4868.29;4389.53;5212.19;4405.7;4427.22;1049.546
30.03.2005;4462.69;4457.45;4463.22;4449.89;887.43;1214.58;3598.86;5915.14;3788.57;5065.08;7340.54;4860.14;4392.1;5201.39;4406.88;4427.82;1045.057
29.03.2005;4454.46;4474.02;4477.59;4447.13;890.73;1212.2;3600.86;5938.49;3798.9;5085.53;7335.55;4856.2;4412.17;5197.27;4423.7;4444.03;1044.069
24.03.2005;4452.74;4460;4466.65;4448.79;887.94;1217.63;3612.19;5922;3781.19;5038.01;7359.64;4865.47;4394;5208.18;4409.2;4430.22;1049.592
23.03.2005;4425.68;4452.34;4452.34;4420.63;886.41;1214.36;3604.53;5905.88;3791.03;5065.56;7351.49;4849.89;4387.45;5193.03;4401.57;4422.64;1046.388
22.03.2005;4453.6;4449.04;4454.81;4436.13;885.76;1223.25;3606;5905.53;3777.17;5034.65;7374.44;4885.34;4378.01;5227.95;4397.92;4419.3;1053.055
21.03.2005;4438.61;4445.78;4465.13;4438.61;885.11;1228.59;3613.9;5902.36;3771.21;5015.22;7380.44;4896.72;4372.41;5239.02;4394.54;4416.27;1056.443
18.03.2005;4455.96;4440.14;4455.96;4434.66;883.99;1232.18;3615.95;5924.33;3685.57;4830.2;7384.4;4913.11;4363.34;5254.51;4388.79;4409.72;1059.766
17.03.2005;4471.95;4461.05;4478.26;4452.24;888.15;1231.03;3608.2;5953.26;3700.08;4867.81;7372.76;4921.53;4386.77;5261.12;4410.08;4431;1059.22
16.03.2005;4505.52;4471.79;4514.53;4469.7;890.29;1231.68;3599.58;5963.63;3719.88;4917.46;7349.92;4928.76;4398.66;5265.53;4421.26;4441.66;1059.979
15.03.2005;4514.07;4518.76;4525.44;4505.42;899.64;1237.66;3630.69;6027.75;3754.89;4966.08;7384.65;4960.62;4448.46;5298.3;4468.27;4488.1;1066.097
14.03.2005;4479.85;4484.18;4490.23;4474.14;892.75;1232.18;3611.66;6010.35;3647.27;4751.83;7361.89;4937.99;4411.63;5275.21;4433.62;4452.9;1061.873
11.03.2005;4483.45;4490.44;4501.69;4481.07;894;1232.94;3623.97;6012.6;3669.23;4788.45;7358.78;4942.67;4418.33;5279.22;4439.99;4459.38;1061.047
10.03.2005;4472.76;4471.28;4491.76;4464.34;890.19;1228.92;3595.12;5989.13;3647.57;4766.47;7322.21;4927.15;4398.74;5261.31;4421.12;4440.7;1058.922
09.03.2005;4498.65;4485.88;4504.83;4473.94;893.09;1232.26;3614.87;6010.04;3655.76;4767.29;7323.91;4933.43;4414.89;5267.26;4435.85;4455.19;1061.387
08.03.2005;4513.4;4494.66;4519.42;4490.18;894.84;1229.74;3620.69;6016.58;3677.27;4808.41;7312.8;4933.29;4425.39;5266.04;4444.89;4463.66;1060.845
07.03.2005;4517.08;4518.14;4521.1;4505.37;899.52;1231.91;3634.41;6041.48;3714.4;4876.28;7317.16;4943.91;4451.26;5276.25;4468.57;4487.29;1061.42
04.03.2005;4493.86;4513.74;4513.74;4486.03;898.64;1229.69;3633.66;6034.64;3713.39;4874.76;7290.28;4944.17;4446.49;5273.84;4464.48;4483.15;1058.337
03.03.2005;4481.76;4490.76;4500.68;4481.76;894.07;1225.87;3586.6;6006.66;3686.99;4858.06;7291.85;4924.54;4422.43;5255.91;4441.23;4460.5;1057.49
02.03.2005;4465.89;4491.93;4492.07;4461.71;894.3;1223.73;3580.52;6010.2;3682.49;4853.57;7247.62;4915.81;4425.78;5243.51;4443.01;4461.66;1054.135
01.03.2005;4427.77;4465.87;4468.9;4427.07;889.11;1221.57;3569.55;5984.79;3635.32;4762.32;7227.02;4914.53;4395.78;5240.3;4416.95;4435.53;1049.984
28.02.2005;4444.75;4435.52;4452.48;4432.82;883.07;1218.97;3542.75;5942.11;3616.04;4743.62;7223.69;4892.48;4363.52;5219.65;4386.3;4405.57;1048.042
25.02.2005;4417.61;4437.11;4442.52;4417.61;883.38;1215.02;3472.14;5943.49;3619.4;4809.59;7202.42;4884.38;4366.9;5210.09;4388.2;4408.04;1047.108
24.02.2005;4400.79;4399.19;4400.79;4376.51;875.83;1203.35;3446.2;5895.41;3581.09;4749.68;7171.88;4823.12;4331.96;5150.64;4350.28;4370.55;1036.867
23.02.2005;4389.53;4387.16;4393.92;4370.44;873.44;1204.82;3464.56;5879.12;3571.75;4714.5;7174.21;4835.84;4315.97;5162.6;4338.09;4358.48;1037.384
22.02.2005;4430.39;4420.74;4435.74;4412.17;880.12;1215.04;3507.29;5914.2;3626.15;4794.68;7203.34;4877.75;4348.69;5204.08;4371.64;4392.03;1042.779
21.02.2005;4425.72;4434.73;4442.77;4424.63;882.91;1222.56;3526.06;5932.1;3639.89;4808.28;7240.3;4916.83;4358.77;5243.73;4385.29;4405.9;1049.175
18.02.2005;4404.98;4417.08;4417.08;4399.11;879.4;1222;3540.27;5916.92;3602.37;4716.61;7234.64;4924.24;4337.12;5249.99;4367.52;4388.77;1047.582
17.02.2005;4399.75;4401.48;4403.94;4390.75;876.29;1214.48;3512.47;5902.73;3571.33;4673.7;7209.47;4897.09;4323.22;5222.5;4352.09;4373.06;1042.8
16.02.2005;4412.63;4392.22;4417.07;4388.53;874.45;1211.34;3499.76;5877.72;3598.2;4741.47;7186.22;4878.53;4315.45;5203.11;4343.04;4364.11;1041.686
15.02.2005;4419.53;4424.57;4429.46;4414.16;880.89;1215.58;3508.47;5923.65;3617.48;4775.24;7207.54;4899.88;4349.87;5224.88;4375.45;4395.74;1044.764
14.02.2005;4425.06;4421.55;4426.27;4416.55;880.29;1214.6;3502.38;5919.32;3615.82;4776.78;7174.2;4892.91;4347.88;5215.17;4372.86;4392.56;1045.229
11.02.2005;4399.05;4421.12;4421.13;4394.84;880.2;1209.76;3513.25;5919.79;3612.63;4760.94;7154.17;4884.89;4348.87;5205.81;4372.69;4392.37;1040.279
10.02.2005;4378.9;4390.3;4401.78;4378.9;874.06;1206.04;3477.27;5877.5;3590.18;4743.14;7109.62;4860.97;4316.97;5179.38;4342.13;4362.28;1036.542
09.02.2005;4389.57;4383.13;4391.8;4376.59;872.64;1196.14;3440.84;5874.99;3565;4719.91;7065.37;4836.49;4312.86;5152.46;4335.49;4355.2;1035.357
08.02.2005;4384.07;4392.72;4394.69;4379.45;874.55;1195.56;3455.4;5888.25;3571.68;4722;7045.79;4839.34;4323.98;5153.16;4345.44;4365.05;1033.933
07.02.2005;4378.61;4384.04;4390.99;4372.42;872.82;1191.41;3458.97;5873.81;3572.25;4720.24;7027.82;4828.91;4315.62;5141.78;4336.91;4356.12;1030.34
04.02.2005;4351.06;4363.04;4363.04;4342.83;868.64;1184.89;3431.02;5838.93;3573.58;4746.34;6967.36;4808.43;4294.98;5116.94;4316.5;4335.11;1024.853
03.02.2005;4324.39;4342.58;4342.58;4319.11;864.56;1177.42;3411.46;5807.39;3568.18;4751.13;6933.32;4775.26;4276.42;5083.03;4296.28;4314.77;1019.538
02.02.2005;4315.27;4325.3;4329.39;4315.27;861.12;1170.47;3411.44;5791.2;3535.09;4680.75;6902.01;4748.53;4260.59;5055.32;4279.23;4297.27;1014.568
01.02.2005;4305.19;4324.85;4324.85;4298.33;861.03;1164.87;3414;5752.94;3637.55;4896.64;6885.38;4719.71;4264.55;5027.13;4279;4297.58;1010.352
31.01.2005;4298.33;4305.72;4311.72;4294.79;857.23;1161.02;3400.74;5726.13;3625.21;4881.43;6857.06;4697.92;4245.79;5004.26;4260.05;4278.62;1008.247
28.01.2005;4304.2;4288.54;4305.71;4285.63;853.81;1152.61;3366.22;5706.99;3600.61;4857.82;6807.65;4666.62;4231.03;4970.55;4243.35;4261.66;1000.626
27.01.2005;4302.17;4303.48;4305.29;4280.85;856.78;1151.85;3370.7;5723.3;3622.92;4901.56;6791.31;4668.82;4248.46;4970.97;4258.68;4276.14;1000.088
26.01.2005;4305.6;4300.16;4308.4;4291.33;856.12;1152.29;3358.97;5724.07;3605.94;4875.2;6796.23;4652.46;4246.89;4956.38;4255.25;4272.96;999.256
25.01.2005;4279.55;4297.05;4300.22;4279.55;855.5;1148.39;3353.21;5719.32;3604.98;4877.96;6778.63;4633.11;4246.35;4936.82;4252.34;4269.75;997.185
24.01.2005;4260.94;4285.03;4287.92;4255.74;853.11;1144.37;3349.59;5694.48;3619.08;4910.99;6779.89;4609.87;4235.67;4915.53;4240.18;4257.83;994.631
21.01.2005;4270.93;4277.91;4280.28;4264.1;851.69;1147.09;3340.2;5683.34;3617.62;4915.69;6780.46;4614.92;4226.58;4920.24;4232.97;4251.61;998.176
20.01.2005;4252.46;4272.08;4276.01;4250.02;850.53;1149;3349.76;5674.35;3616.11;4904.52;6767.99;4628.82;4217.91;4931.8;4227.24;4245.53;999.237
