SPI® Total Return;;;;;;;;;;;;;;;;;
ISIN;CH0009987501;;;;CH0011105639;CH0017810976;CH0009987519;CH0009987527;CH0009987535;CH0009987543;CH0000629755;CH0000629821; CH0000629839;CH0000629854;CH0000629870;CH0009111011;CH0033051423
SYMBOL;SXGE;;;;SNSPI;SPIEX;SXBS ;SXRS ;SXBP ;SXPC ;SSCI ;SMCI ;SLCI ;SNCI ;SOCI ;SSIRT;SXSLI
NAME;SPI®;;;;SWX new;SPI Extra ;Bearer;Registred;Bearer &;Particip.;Small;Mid;Large;Small &;Large &;Swiss All;SPI ex SLI (TR)
;Tot Ret;;;;SPI Index;;Shares;Shares;PS;Certificate;Cap;Cap;Cap;Mid Cap;Mid Cap;Shares;
YTD Perf.%;3.01;3.29;3.3;2.82;3.29;7.63;-1.74;3.37;2.94;3.68;10.95;7.32;2.49;7.63;3.18;3.39;7.58
Date;Open;Close;High;Low;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close
12.03.2012;5658.02;5675.81;5697.37;5658.02;1129.99;1837.96;7625.29;7073.91;6287.42;7840.1;11562.72;6801.82;5560.9;7392.73;5668.53;5627.86;1561.74
09.03.2012;5647.66;5681.28;5692.99;5645.99;1131.08;1842.09;7535.12;7087.51;6268.99;7849.9;11530.4;6821.11;5564.9;7409.33;5674.36;5633.15;1564.62
08.03.2012;5595.95;5646.62;5646.62;5591.47;1124.18;1827.83;7504.07;7042.36;6237.62;7807.41;11497.42;6764.95;5532.62;7352.48;5639.43;5598.91;1556.09
07.03.2012;5517.56;5567.04;5567.04;5514;1108.34;1809.12;7338.24;6957.21;6098.77;7633.04;11428.26;6694.41;5450.31;7279.21;5559.18;5519.98;1540.09
06.03.2012;5597.49;5517.53;5602.09;5517.53;1098.48;1796.37;7231.38;6903.4;6016.2;7533.18;11402.8;6645.65;5399.62;7230.07;5509.11;5470.82;1532.44
05.03.2012;5617.22;5620.12;5635.05;5597.47;1118.91;1837.13;7432.52;7041.35;6094.31;7581.14;11519.87;6803.79;5496.13;7391.77;5612.32;5572.22;1563.73
02.03.2012;5602.11;5622.18;5630.16;5591.56;1119.32;1844.95;7449.91;7056.99;6050.62;7493.96;11512.84;6839.95;5493.59;7426.49;5614.47;5574.08;1567.65
01.03.2012;5576.47;5598.42;5606.39;5573.81;1114.59;1838.16;7423.32;7024.01;6036.18;7480.16;11470.09;6811.35;5470.28;7395.79;5590.7;5550.43;1559.84
29.02.2012;5601.36;5584.32;5622.5;5584.32;1111.78;1838.3;7404.23;6999.56;6044.76;7504.57;11505.48;6809.6;5453.76;7396.46;5576.09;5536.58;1560.93
28.02.2012;5614.89;5593.99;5631.11;5573.33;1113.71;1831.96;7330.67;7015.5;6041.77;7533.33;11452.02;6791.18;5468.08;7374.96;5586.35;5545.99;1552.64
27.02.2012;5600.53;5610.2;5610.2;5565.05;1116.93;1834.99;7271.47;7039.61;6045.99;7568.48;11455.95;6803.79;5485.19;7387.5;5602.78;5562.11;1554.5
24.02.2012;5624.85;5606.56;5624.85;5588.17;1116.21;1840.54;7304.89;7029.41;6061.89;7581.73;11426.76;6828.41;5477.81;7409.51;5599.33;5558.5;1555.08
23.02.2012;5604.44;5613.33;5630.74;5587.33;1117.56;1830.05;7343.2;7029.96;6097.32;7628.09;11399.74;6786.3;5491.74;7366.71;5606.42;5565.54;1547.68
22.02.2012;5643.59;5609.12;5643.59;5590.5;1116.72;1837.74;7345.1;7031.04;6070.25;7578.19;11448.42;6814.74;5482.47;7397.65;5601.75;5560.96;1554.23
21.02.2012;5661.24;5648.68;5661.24;5626.13;1124.59;1853.38;7362.57;7075.38;6131.68;7681.3;11485.15;6878.16;5519.43;7461.83;5641.62;5600.26;1565.73
20.02.2012;5666.6;5664.49;5681.27;5652.63;1127.74;1860.62;7394.89;7098.14;6138.35;7678.35;11465.37;6907.61;5533.96;7489.18;5657.84;5615.93;1567.95
17.02.2012;5665.59;5653.57;5666.45;5638.66;1125.57;1842.57;7315.33;7086.46;6119.37;7680.95;11413.87;6837.92;5531.33;7417.91;5647.17;5605.6;1556.54
16.02.2012;5587.4;5632.39;5632.65;5580.25;1121.35;1833.83;7307.2;7050.17;6131.05;7705.86;11348.65;6803.56;5512.03;7380.11;5626.2;5584.82;1550.14
15.02.2012;5612.76;5622.59;5625.6;5610.21;1119.4;1841.76;7301.93;7035.35;6129.41;7705.36;11325.73;6835.21;5496.48;7409.36;5616.44;5575.09;1555.43
14.02.2012;5582.19;5589.81;5609.61;5575.07;1112.87;1828.52;7203.76;6993.2;6097.72;7693.57;11324.25;6778.14;5466.19;7353.74;5583.16;5542.79;1548.41
13.02.2012;5583.95;5599.85;5604;5581.79;1114.87;1825.56;7180.76;6996.89;6140.12;7781.02;11293.11;6781.38;5477.73;7354.81;5593.61;5552.97;1545.99
10.02.2012;5579.33;5562.23;5582.98;5539;1107.38;1820.09;7163.26;6952.79;6088.58;7695.84;11313.7;6754.85;5437.4;7330.38;5555.24;5515.6;1543.9
09.02.2012;5579.98;5594.53;5609.92;5571.37;1113.81;1827.25;7170.78;6994.52;6119.1;7747.59;11309.08;6786.64;5470.66;7360.99;5588.08;5547.44;1547.8
08.02.2012;5602.49;5583.65;5611.76;5583.65;1111.65;1829.15;7194.68;6984.55;6094.32;7691.64;11323.42;6798.42;5456.24;7373.41;5576.91;5536.61;1549.61
07.02.2012;5571.41;5585.07;5585.07;5549.48;1111.93;1830.41;7237.32;6991.53;6077.42;7641.23;11294.79;6805.42;5457.2;7378.3;5578.59;5537.78;1552.64
06.02.2012;5555.11;5575.6;5577.01;5538.93;1110.05;1827.22;7398.54;6985.43;6046.71;7510.75;11228.95;6798.53;5447.75;7367.18;5569.52;5527.71;1550.95
03.02.2012;5496.17;5579.91;5579.91;5486.3;1110.9;1826.32;7426.77;6997.49;6027.73;7463.28;11200.8;6796.55;5453.3;7363.36;5574.12;5531.54;1549.63
02.02.2012;5510.03;5501.25;5510.03;5477.06;1095.24;1804.25;7322.21;6908.97;5906.85;7293.01;11142.56;6708.28;5374.45;7273.58;5494.72;5453.54;1530.43
01.02.2012;5423.22;5501.24;5502.52;5421.22;1095.24;1796.49;7257.56;6910.91;5899.89;7310.42;11091.42;6678.79;5378.97;7241.47;5495.13;5453.74;1521.87
31.01.2012;5424.52;5412.5;5439.11;5407.5;1077.57;1767.91;7005.41;6774.58;5892.9;7414.88;10986.19;6569.53;5291.72;7128.12;5405.88;5366.49;1499.47
30.01.2012;5420.55;5404.29;5442.53;5401.42;1075.94;1751.21;6921.6;6771.22;5859.46;7393.27;11000.5;6497.83;5291.88;7059.35;5397.43;5358.69;1488.77
27.01.2012;5498.18;5463.88;5518;5460.36;1087.8;1777.06;7082.18;6839.73;5945.87;7475.13;11009.56;6607.23;5346.12;7166.35;5457.87;5417.48;1506.99
26.01.2012;5506.87;5514.98;5517.11;5480.83;1097.98;1778.96;7119.1;6895.66;6029.95;7610.21;10990.06;6617.37;5404.36;7174.9;5509.93;5468.15;1506.82
25.01.2012;5522.46;5488.71;5524.97;5457.59;1092.75;1768.08;7031.26;6862.03;6004.03;7604.08;10978.28;6571.2;5380.25;7129.21;5483.35;5442.36;1495.27
24.01.2012;5513.99;5539.01;5539.01;5489.77;1102.76;1775.03;7058.98;6907.3;6121.51;7803.91;10961.17;6597.15;5435.38;7153.3;5534.58;5492.27;1496.12
23.01.2012;5519.94;5536.79;5551.15;5519.94;1102.32;1784.62;7088.37;6911.66;6093.75;7740;10962.08;6637.88;5427.19;7192.97;5532.31;5489.86;1503.98
20.01.2012;5593.95;5527.64;5600.5;5527.64;1100.5;1771.79;7051.96;6899.36;6086.8;7744.33;10909.82;6588.65;5423.8;7141.58;5523.45;5481.1;1492.91
19.01.2012;5535.18;5588.35;5588.35;5530.19;1112.58;1783.74;7076.02;6973.37;6159.93;7865.55;10876.3;6636.63;5488.18;7186;5585.39;5541.03;1499.58
18.01.2012;5462.8;5516.19;5516.67;5438;1098.22;1761.87;7010.02;6869.34;6129.97;7841.97;10792.14;6552.16;5416.61;7098.18;5512.8;5470.12;1484.57
17.01.2012;5462.13;5465.62;5479.38;5451.56;1088.15;1752.19;6919.59;6806.72;6072.53;7779.99;10775.42;6511.69;5363.48;7057.69;5461.58;5420.09;1477.79
16.01.2012;5393.58;5440.51;5440.51;5393.58;1083.15;1740.86;6925.42;6760.85;6096.4;7820.49;10784.61;6466.81;5340.34;7014.66;5436;5395.7;1471.53
13.01.2012;5441.37;5411.38;5448.62;5382.27;1077.35;1733.91;6793.55;6745.35;5990.36;7689.77;10733.42;6441.87;5310.35;6986.96;5406.84;5366.55;1464.49
12.01.2012;5430.52;5427.91;5459.85;5416.99;1080.64;1733.25;6782.67;6763;6019.14;7746.92;10736.08;6437.43;5330.17;6982.83;5423.61;5383.03;1466.16
11.01.2012;5449.06;5412.89;5453.37;5399.19;1077.65;1714.05;6713.16;6751.5;5976.9;7702.74;10690.72;6358.9;5323.92;6903.4;5408.73;5368.13;1450.23
10.01.2012;5423.23;5447.56;5450.34;5411.32;1084.55;1718.24;6815.66;6791.02;6028.41;7748.38;10620.59;6378.52;5362.23;6917.76;5444.52;5402.22;1455.61
09.01.2012;5415.96;5390.35;5421.82;5389.5;1073.16;1703.09;6674.39;6708.9;6003.4;7768.73;10589.55;6324.99;5303.31;6863.62;5386.68;5345.75;1443.46
06.01.2012;5432.03;5411.09;5442.51;5401.72;1077.29;1702.55;6618.09;6741.66;6001.84;7792.07;10552.6;6325.81;5327.67;6861.92;5408.04;5366.13;1441.95
05.01.2012;5463.08;5422.2;5467.41;5407.59;1079.5;1708.71;6606.46;6769.15;5965.77;7732.15;10557.28;6351.78;5337;6887.5;5419.29;5376.61;1446.73
04.01.2012;5455.39;5456.56;5465.96;5430.33;1086.34;1732.54;6636.28;6819.97;5975.49;7735.91;10619.79;6442.01;5363.99;6979.46;5453.67;5410.53;1467.31
03.01.2012;5417.08;5452.77;5452.77;5404.27;1085.59;1738.41;6683.49;6816.23;5967.8;7700.04;10639.87;6465.52;5356.16;7003.67;5449.66;5406.86;1470.79
30.12.2011;5332.06;5343.52;5344.99;5325.57;1063.84;1699.3;6442.43;6682.44;5838.39;7577.73;10522.97;6306.9;5251.93;6841.55;5339.67;5299.01;1440.64
29.12.2011;5307.6;5309.59;5311.3;5289.25;1057.09;1690.24;6406.21;6633.67;5823.78;7568.11;10476.14;6271.05;5217.81;6803.53;5305.6;5265.32;1433.98
28.12.2011;5313.08;5304.9;5330.12;5295.9;1056.15;1685.97;6390.77;6626.05;5824.86;7577.24;10430.63;6256.69;5214.76;6786.5;5301.21;5260.64;1429.85
27.12.2011;5320.7;5302.1;5322.16;5288.13;1055.59;1689.37;6431.15;6629.88;5795.83;7505.92;10397.05;6273.5;5209.51;6800.59;5298.65;5257.63;1432.57
23.12.2011;5283.68;5308.95;5308.95;5278.66;1056.96;1692.22;6399.44;6643.12;5786.74;7504.18;10433.49;6283.87;5215.71;6813.13;5305.3;5264.5;1436.65
22.12.2011;5253.16;5261.82;5265.69;5242.61;1047.57;1681.66;6357.64;6585.99;5728.8;7418.71;10411.74;6239.17;5167.21;6768.19;5257.61;5217.4;1430.93
21.12.2011;5240.8;5227.89;5263.1;5215.26;1040.82;1666.43;6324.22;6532.01;5732.71;7441.31;10338.63;6182.85;5136.16;6708.5;5223.76;5183.93;1415.48
20.12.2011;5169.71;5226.86;5226.86;5162.25;1040.61;1667.46;6274.3;6524.54;5753.48;7502.11;10362.77;6185.4;5134.38;6712.6;5222.51;5182.96;1416.28
19.12.2011;5133.64;5186.61;5204.49;5133.64;1032.6;1642.84;6107.32;6469.36;5726.73;7531.24;10344.36;6080.95;5102.07;6609.77;5181.79;5143.26;1398.01
16.12.2011;5225.46;5161.69;5225.46;5147.55;1027.64;1644.58;6095.56;6427.28;5738.17;7557.41;10254.24;6096.16;5071.83;6618.52;5157.22;5119.11;1394.65
15.12.2011;5161.84;5200.17;5214.67;5156.77;1035.3;1646.25;6144.66;6479.22;5766.7;7586.27;10232.81;6111.37;5114.73;6631.86;5196.49;5156.95;1397.44
14.12.2011;5175.04;5151.77;5197.98;5143.87;1025.66;1646.56;6152.56;6421.28;5704.66;7470.27;10280.8;6108.45;5058.34;6632.25;5146.93;5109.19;1399.5
13.12.2011;5197.28;5201.85;5216.18;5172.81;1035.63;1678.58;6318.2;6495.82;5717.19;7416;10341.31;6236.28;5098.46;6760.65;5197.29;5158.23;1421.57
12.12.2011;5227.59;5190.6;5242.89;5190.09;1033.39;1677.91;6395.38;6484.47;5695.27;7340.46;10347.68;6234.03;5085.62;6758.89;5185.81;5146.59;1421.13
09.12.2011;5154.42;5239.85;5239.85;5154.42;1043.2;1703.89;6540.65;6546.19;5748.66;7369.65;10438.7;6335.77;5128.09;6863.96;5235.08;5195.15;1441.88
08.12.2011;5255.45;5193.39;5258.93;5190.17;1033.95;1696.02;6473.35;6500.11;5655.35;7231.97;10372.33;6310.94;5078.06;6835.35;5188.45;5148.92;1434.75
07.12.2011;5248.93;5227.52;5255.01;5192.98;1040.75;1719.78;6620.95;6559.19;5634.59;7125.81;10436.56;6402.82;5104.53;6929.03;5222.58;5182.37;1453.49
06.12.2011;5182.33;5228.09;5243.18;5181.48;1040.86;1715.83;6605.55;6558.98;5638.5;7140.06;10409.46;6389.12;5107.34;6913.89;5223.38;5182.91;1448.71
05.12.2011;5202.01;5211.1;5222.04;5185.46;1037.48;1722.61;6666.59;6539.92;5612.17;7064.02;10446.34;6413.74;5083.82;6940.31;5205.82;5166.11;1455.79
02.12.2011;5204.47;5186.26;5220.18;5166.62;1032.53;1705.13;6621.53;6504.66;5599.89;7062.74;10376.17;6347.65;5064.67;6871.31;5181.17;5141.77;1440.3
01.12.2011;5136.11;5149.44;5191.13;5114.43;1025.2;1689.26;6536.92;6455.29;5571.43;7050.51;10337.81;6280.84;5031.37;6803.75;5144.1;5104.91;1430.26
30.11.2011;4982.89;5131.31;5131.31;4974.81;1021.59;1697.99;6565.68;6440.19;5524.78;6952.68;10375.89;6308.98;5006.03;6833.68;5125.36;5086.89;1436.59
29.11.2011;4999.2;5016.42;5029.94;4977.11;998.72;1654.65;6300.6;6305.98;5365.73;6787.86;10241.42;6133.61;4897.71;6654.07;5009.79;4973.55;1400.43
28.11.2011;4921.3;5008.46;5013.18;4921.3;997.13;1650.52;6325.59;6300.33;5341.79;6732.91;10215.29;6119.54;4890.63;6638.64;5001.93;4965.5;1398.49
25.11.2011;4848.54;4887.84;4920.78;4817.23;973.12;1606.09;6099.74;6156.02;5186.85;6557.31;10170.21;5940.45;4775.29;6461.41;4879.8;4846.74;1366.49
24.11.2011;4888.89;4858.16;4906.83;4833.12;967.21;1610.41;6061.88;6126.18;5128.7;6469.6;10196.32;5957.65;4738.15;6479.89;4849.44;4817.1;1371.54
23.11.2011;4897.45;4880.15;4940.71;4880.15;971.59;1608.92;5976.76;6154.59;5149.54;6546.88;10225.81;5949.16;4764.63;6473.62;4871.53;4839.26;1370.97
22.11.2011;4989.7;4939.67;4998.92;4939.53;983.44;1631.64;6050.05;6238.81;5179.89;6567.79;10273.55;6037.48;4821.3;6562.72;4931.58;4897.65;1388.7
21.11.2011;5060.16;4966.04;5062.21;4959.13;988.69;1641.87;6143.41;6268.72;5219.56;6596.24;10305.48;6075.79;4846.42;6602.13;4958.1;4923.37;1396.98
18.11.2011;5099.97;5091.26;5126.65;5090.73;1013.62;1677.24;6436.78;6405.9;5425.15;6832.18;10475.36;6212.73;4971.72;6746.73;5083.87;5047.45;1425.21
17.11.2011;5140.3;5122.25;5151.15;5099.48;1019.79;1687.93;6479.68;6446.43;5452.71;6862.15;10468.99;6255.27;5001.99;6787.68;5115.39;5077.85;1429.03
16.11.2011;5122.85;5160.49;5186.69;5122.85;1027.4;1701.16;6563.12;6498.1;5480.89;6874.4;10492.99;6310.81;5038.64;6843.3;5154.03;5115.6;1439.64
15.11.2011;5134.28;5147;5175.62;5089.57;1024.72;1707.9;6610.31;6479.78;5471.28;6835.09;10526.79;6336.56;5019.09;6870.62;5140.05;5102.31;1444.75
14.11.2011;5166.9;5151.03;5173.3;5119.69;1025.52;1721.96;6694.76;6483.89;5478.97;6809.78;10563.12;6393.74;5015.58;6928.67;5143.84;5106.37;1457.07
11.11.2011;5078.84;5146.15;5155.01;5071.96;1024.55;1731.32;6606.12;6490.29;5429.38;6761.17;10570.01;6427.94;5005.14;6962.39;5138.83;5101.38;1465.22
10.11.2011;5053.23;5068.48;5122.89;5050.27;1009.08;1704.29;6498.33;6389;5359.21;6684.21;10575.14;6315.7;4930.12;6853.59;5059.9;5024.12;1446.8
09.11.2011;5212.88;5105.57;5212.88;5091.39;1016.47;1713.65;6519.88;6433.46;5406.53;6759.86;10577.27;6354.32;4967.95;6891.29;5097.55;5061.16;1451.94
08.11.2011;5153.72;5175.45;5212.44;5153.72;1030.38;1736.2;6652.13;6517.88;5493.43;6855.77;10621.91;6442.84;5036.69;6980.37;5168.15;5130.17;1468.32
07.11.2011;5131.52;5143.34;5162.29;5106.62;1023.99;1726.78;6514.69;6484.77;5433.38;6810.9;10564.52;6413;5003.97;6947.49;5136.02;5098.53;1459.72
04.11.2011;5176.97;5153.65;5197.7;5127.01;1026.04;1730.97;6557.01;6487.81;5479.57;6874.87;10598.95;6431.79;5013.07;6968.08;5146.21;5108.83;1463.87
03.11.2011;5045.68;5161.72;5161.72;5045.68;1027.65;1737.4;6648.4;6497.17;5490.96;6853.02;10589.66;6455.54;5019.28;6990.56;5154.48;5116.45;1468.43
02.11.2011;5103.1;5099.69;5122.78;5062.96;1015.3;1703.13;6590.06;6419.08;5424.99;6760.7;10544.39;6319.79;4966.16;6855.5;5091.85;5055.04;1446.23
01.11.2011;5114.88;5077.68;5130.44;5024.45;1010.91;1698.4;6448.19;6388.65;5411.23;6801.67;10554.58;6295.01;4943.86;6832.08;5069.41;5033.82;1442.66
31.10.2011;5286.14;5211.91;5295.49;5211.91;1037.64;1748.24;6769.07;6555.6;5561.15;6924.04;10698.59;6494.21;5071.33;7035.49;5204.54;5166.45;1481.88
28.10.2011;5302;5317.48;5326.29;5294.94;1058.66;1773;7017.38;6699.44;5634.66;6941.8;10768.26;6592.1;5180.08;7135.38;5311.19;5270.22;1498.03
27.10.2011;5280.71;5297.06;5321.61;5258.07;1054.59;1778.04;6928.03;6684.37;5575.27;6875.77;10772.31;6608.2;5154.06;7151.31;5290.41;5249.94;1500.9
26.10.2011;5162.79;5178.36;5207.62;5148.15;1030.96;1732.84;6657.17;6526.81;5477.87;6825.25;10682.58;6431.23;5041.1;6973.17;5170.61;5132.9;1469.59
25.10.2011;5237.45;5184.81;5256.93;5167.94;1032.24;1731.8;6657.7;6545.25;5448.2;6771.29;10672.79;6425.85;5049.44;6967.28;5177.24;5139.13;1470.25
24.10.2011;5224.73;5253.56;5260.76;5217.63;1045.93;1744.93;6716.32;6634.53;5511.63;6858.91;10719.68;6474.76;5122.28;7018;5246.67;5207.06;1484.1
21.10.2011;5143.1;5210.9;5212.94;5118.01;1037.44;1712.78;6532.41;6575.04;5486.74;6899.27;10689.01;6343.33;5090.98;6888.12;5203.6;5165.36;1463.15
20.10.2011;5131.34;5122.94;5180.52;5122.94;1019.92;1685.09;6350.36;6461.69;5402.51;6831.33;10691.01;6228.5;5004.37;6776.56;5114.25;5078.57;1441.45
19.10.2011;5171.3;5168.28;5193.17;5154.24;1028.95;1704.49;6421.55;6531.14;5406.89;6806.2;10762.53;6322.21;5043.58;6872.52;5159.71;5123.29;1459.46
18.10.2011;5147.94;5148.34;5161.19;5116.92;1024.98;1695.67;6412.23;6498.72;5411.59;6819.03;10660.76;6290.32;5025.72;6834.66;5140.3;5103.69;1456.36
17.10.2011;5233.47;5180.62;5265.35;5165.53;1031.41;1701.24;6441.82;6553.54;5395.69;6776.5;10651.5;6311.81;5060.42;6854.94;5173.15;5134.96;1460.2
14.10.2011;5181.96;5214.56;5249.21;5167.15;1038.17;1713.89;6486.28;6595.56;5434.34;6825.82;10675.22;6360.03;5093.08;6903.43;5207.44;5168.71;1467.27
13.10.2011;5203.19;5169.65;5224.24;5156.21;1029.22;1701.33;6462.74;6540.13;5382.63;6743.14;10603.31;6312.11;5048.07;6852;5162.41;5123.98;1455.99
12.10.2011;5169.26;5227.36;5231.35;5156.14;1040.71;1711.07;6500.68;6582.28;5551.97;7032.1;10555.1;6360.52;5109.04;6895.83;5221.43;5181.95;1459.41
11.10.2011;5152.23;5180.07;5187.6;5132.66;1031.3;1688.63;6358.09;6510.47;5545.15;7086;10515.04;6265.92;5067.38;6801.13;5173.73;5135.42;1441.1
10.10.2011;5138.03;5169.36;5177.12;5115.03;1029.17;1689.2;6332.48;6488.68;5563.18;7130.54;10463.03;6261.95;5055.96;6793.78;5163.29;5125.3;1441.23
07.10.2011;5090.45;5110.95;5136.85;5058.42;1017.54;1674.41;6184.59;6412.41;5510.79;7104.39;10430.36;6205.06;4996.12;6736.25;5104.24;5067.89;1429.86
06.10.2011;5011.18;5094.71;5094.71;5010.79;1014.3;1660.48;6071.19;6412.57;5420.56;6993.71;10352.24;6148.63;4985.71;6676.12;5088.39;5051.46;1418.19
05.10.2011;4983.96;4973.87;4989.4;4933.18;990.25;1627.76;5876.77;6251.78;5322.75;6906.92;10383.3;6015.44;4863.09;6548.65;4965.4;4932.52;1395.65
04.10.2011;4925.14;4914.82;4934.44;4845.62;978.49;1607.25;5699.25;6165.61;5301.9;6951.65;10315.78;5936.4;4805.88;6467.24;4906;4874.62;1378.93
03.10.2011;4944.14;4970.13;4993.64;4920.96;989.5;1639.62;5728.13;6243.42;5331.7;6992.18;10451.25;6060.04;4851.97;6596.6;4961.04;4929.23;1404.59
30.09.2011;5048.18;5006.46;5048.18;4973.85;996.73;1654.45;5766.97;6294.61;5351.03;7009.14;10575.97;6110.75;4886.09;6654.3;4996.91;4965.04;1418.6
29.09.2011;5009.63;5080.92;5103.38;5009.63;1011.56;1686.86;6035.02;6394.74;5407.59;6987.01;10527.53;6245.51;4954.7;6782.12;5072.93;5037.86;1439.69
28.09.2011;5008.68;5035.58;5092.03;5008.42;1002.53;1679.24;6323.11;6314.46;5441.52;6914.62;10523.87;6216.22;4905.99;6753.39;5026.92;4993.15;1440.93
27.09.2011;4984.07;5050.99;5054.8;4979.03;1005.6;1683.67;6402.76;6333.61;5458.77;6908.85;10565.37;6225.57;4922.24;6765.28;5042.22;5008.35;1440.89
26.09.2011;4775.53;4898.05;4942.2;4775.53;975.15;1629.11;6169.39;6145.52;5280.41;6694.34;10428.04;6014.94;4774.5;6551.17;4888.03;4857.06;1404.57
23.09.2011;4847.95;4812.81;4847.95;4676.49;958.18;1612.23;6145.83;6038.95;5187.19;6536.51;10464.93;5944.24;4684.68;6484.89;4801.16;4772.86;1393.9
22.09.2011;4901.21;4809.88;4916.38;4799.14;957.6;1617.51;6155.09;6040.74;5164.7;6491.49;10486.88;5959.38;4678.98;6501.08;4798;4769.66;1400.23
21.09.2011;4985.09;4985.93;5019.18;4964.91;992.65;1675.91;6643.04;6253.11;5384.64;6663.02;10597.92;6197.03;4850.18;6739.45;4975.9;4943.32;1441.67
20.09.2011;4873.1;4987.19;4987.61;4873.1;992.9;1680.36;6680.8;6258.75;5371.61;6621.89;10647.27;6216.48;4848.5;6761.7;4976.77;4944.57;1446.31
19.09.2011;4935.32;4895.18;4951.09;4885;974.58;1667.4;6486.82;6157.23;5223.03;6443;10609.9;6168.01;4748.43;6712.08;4883.62;4853.69;1436.08
16.09.2011;4984.29;4981.49;5015.2;4974.12;991.76;1698.32;6704.32;6258.07;5342.48;6558.23;10709.09;6289.49;4831.24;6836.82;4970.46;4938.88;1461.2
15.09.2011;4942.45;4957.27;5001.84;4928.34;986.94;1678.06;6632.38;6216.85;5354.69;6613.78;10653.64;6209.38;4814.06;6755.26;4945.79;4915.4;1440.5
14.09.2011;4848.23;4934.46;4940.54;4848.23;982.4;1656.42;6567.79;6190.32;5322.71;6585.89;10553.33;6126.68;4800.24;6668.13;4923.74;4892.92;1423.42
13.09.2011;4883.79;4878.81;4900.34;4814.44;971.32;1635.1;6296.27;6133.84;5215.48;6517.92;10530.48;6039.88;4748.19;6582.3;4867.88;4837.76;1408.72
12.09.2011;4863.57;4832.64;4867.33;4789.62;962.13;1624.83;6263.55;6062.65;5212.64;6527.98;10516.43;5998.29;4698.58;6540.97;4819.62;4792.35;1399.23
09.09.2011;5026.56;4947.29;5035.43;4947.29;984.96;1659.95;6340.1;6204.66;5342.79;6728.1;10742.97;6128.02;4809.93;6682.37;4932.34;4905.91;1428.58
08.09.2011;5007.6;5034.15;5063.13;4973.68;1002.25;1689.5;6553.97;6312.64;5440.01;6804.5;10801.32;6246.45;4896.86;6801.33;5022.41;4991.4;1448.13
07.09.2011;4975.47;5008.87;5008.87;4937.54;997.21;1682.64;6484.39;6282.76;5406.21;6775.72;10741.37;6222.19;4872.37;6773.68;4998.14;4965.86;1438.46
06.09.2011;4700.91;4880.64;4920.18;4700.91;971.69;1635.12;6156.42;6116.9;5285.58;6710.14;10669.89;6030.17;4753.67;6582.39;4871.48;4838.9;1403.95
05.09.2011;4787.24;4691.06;4789;4679.82;933.94;1601;5930.6;5879.53;5079.47;6441.83;10665.42;5889;4555.05;6445.03;4681.35;4651.47;1382.07
02.09.2011;4966.13;4889.19;4972.33;4857.13;973.39;1667.18;6184.6;6138.34;5256.88;6644.93;10924.62;6145.21;4746.96;6711.46;4879.56;4847.49;1434.05
01.09.2011;5049.84;5040.13;5070.67;4981.34;1003.44;1704.46;6466.77;6324.18;5432.13;6830.95;11035.12;6292.04;4899.19;6861.54;5029.96;4996.8;1462.64
31.08.2011;4995.94;5049.37;5056.45;4977.51;1005.28;1728.25;6537.86;6347.3;5401.31;6741.84;11130.39;6383.99;4896.51;6957.31;5038.76;5005.6;1479.94
30.08.2011;4988.63;4971.48;4995.8;4944.24;989.77;1690.34;6383.4;6253.2;5304.48;6638.4;11034.94;6233.5;4826.23;6804.7;4959.31;4929.11;1449.65
29.08.2011;4913.36;4963.52;4983.95;4905.88;988.19;1683.26;6337.74;6251.91;5265.13;6588.35;10984.11;6207.72;4823.84;6776.21;4954.11;4921.48;1442.99
26.08.2011;4816.22;4844.58;4857.92;4721.04;964.51;1635.03;6183.7;6089.16;5184.76;6514.56;10813.27;6019.7;4714.59;6582.01;4836.16;4803.7;1405.89
25.08.2011;4890.37;4824.77;4908.65;4794.17;960.56;1636.09;6113.66;6073.52;5130.77;6449.34;10870.66;6020.07;4692.5;6586.29;4816.97;4783.91;1405.37
24.08.2011;4781.08;4846.2;4874.96;4746.75;964.83;1633.95;6068.1;6107.75;5127.94;6465.5;10807.33;6015.65;4719.35;6577.68;4839.82;4805.13;1401.55
23.08.2011;4737.37;4752.33;4783.39;4707.93;946.14;1598.86;5905.81;5985.81;5041.47;6384.49;10699.04;5877.76;4631.11;6436.42;4746.25;4712.46;1375.38
22.08.2011;4610.34;4680.95;4771.65;4610.34;931.93;1585.72;5800.44;5898.71;4955.77;6278.3;10665.14;5825.67;4554.46;6383.53;4673.17;4641.9;1365.64
19.08.2011;4696.57;4641.39;4707.38;4532.01;924.05;1577.28;5773.79;5864.81;4857.43;6112.37;10641.43;5792.32;4509.95;6349.53;4630.36;4602.67;1359.25
18.08.2011;4877.42;4727.2;4909.13;4681.03;941.14;1590.6;5966.98;5966;4972.83;6231.42;10815.4;5835.37;4600.49;6403.19;4714.44;4687.17;1371.6
17.08.2011;4863.36;4931.69;4973.57;4830.77;981.85;1655.31;6300.05;6238.79;5135.89;6371.56;11050.13;6087.16;4799.88;6663.67;4918.64;4889.02;1421.71
